title,ratio
조이그라이슨,54.76680675675675
인터메조,32.12694567567567
폴리폴리,18.047347567567567
조르쥬레쉬,13.399268378378379
유랑스,1.2994429729729728
조이그라이슨,29.441649459459466
슈즈브루니,2.6050813513513513
립밤,49.0358627027027
라메르,15.126824054054055
타마,4.487035945945947
립밤,33.91903675675675
폴로랄프로렌,42.476379189189196
후라밍고,2.8240518918918918
브리스톤,0.9169386486486486
밀라숀,0.8611102702702703
레베카밍코프,18.705684864864867
존스톤,0.31028432432432435
알레그리,6.709085405405406
폴로랄프로렌,2.693914054054054
그레이,14.611476216216214
태그호이어,3.3025302702702706
디스퀘어드,1.0021997297297296
파슬,0.5484072972972972
몽클레르,0.3674418918918919
로보,0.46950783783783784
시리즈,2.822955945945946
사스,0.5576664864864865
닐바렛,0.7642735135135134
에르메스,3.6965037837837826
슈퍼콤마비,1.2865667567567567
스텔라맥카트니,0.9657216216216217
기비,0.4977186486486487
데이트,1.4139032432432432
제옥스,0.4294275675675676
로터프,0.29259891891891887
갤럭시,3.97158054054054
이세이미야케,0.9497251351351352
자스페로,0.34801405405405406
그레이,4.742457567567567
워너원,24.103095161290323
브루노말리,0.2932813513513513
세컨플로어,0.3741824324324324
로사케이,0.3565913513513514
알렉산더맥퀸,1.0382132432432434
빈폴레이디스,0.7094186486486488
슈츠,3.406252432432433
지컷,0.45033864864864864
프라다,2.420104864864865
샤넬,4.011937837837838
발망,0.32927675675675677
마이클코어스,0.8138732432432432
골드바,0.6723143243243244
CP컴퍼니,0.4368916216216216
커먼프로젝트,0.42318162162162165
몽클레어,1.562372162162162
페이,0.8489724324324324
팀버랜드,0.8726913513513512
펜디,0.6790889189189189
칼린,0.3189556756756757
뫼비우스,1.5413335135135136
세인트제임스,1.4387164864864865
에코,0.4165962162162162
타미힐피거,2.810364054054054
프레드릭콘스탄트,0.5192740540540539
골든듀,0.837924054054054
딘트,3.1625345945945944
커스텀멜로우,1.330518918918919
이자벨마랑,0.4373462162162163
헬렌카민스키,0.5762867567567567
발렌티노,1.0995775675675676
모다아울렛,0.8465427027027027
질스튜어트,1.5944972972972973
톰보이,1.344382972972973
페라가모,0.68295
구찌,8.106928378378381
쌤소나이트,0.4297872972972973
지미추,0.30936648648648646
아크네,0.5092627027027028
입생로랑,2.7872354054054056
노이어,1.9782329729729733
무스너클,1.1371975675675676
시슬리,0.6008564864864865
리본,0.43117243243243253
마에스트로,0.5306221621621623
보브,0.3925218918918919
지샥,0.9107235135135135
아메리칸투어리스터,0.5977748648648649
오즈세컨,0.718761081081081
덱케,0.357742972972973
라프시몬스,0.29017027027027026
제시뉴욕,0.29556621621621615
스톤아일랜드,2.024432162162162
디디에두보,0.6184943243243243
겐조,0.6681605405405406
에고이스트,0.7476859459459461
락포트,0.7786697297297298
발렌시아,0.860578918918919
사만사타바사,0.4268781081081081
본,0.31702756756756756
탠디,0.40905351351351354
헤르메스,0.31425999999999993
베르사체,0.4953802702702702
러브캣,0.8036967567567567
베트멍,0.6467683783783785
랄프로렌,0.611330810810811
빈폴,3.3084472972972967
라코스테,3.919223243243244
듀엘,0.7318429729729731
바오바오,0.41192351351351353
한국금거래소,3.4152775675675677
토리버치,2.9477040540540536
골든구스,4.555887297297298
세이코,0.7420470270270269
미우미우,0.5239143243243245
톰포드,0.3850702702702703
코치,1.0506124324324326
캠퍼,0.38079
리스,1.0112154054054052
리모와,0.342764054054054
발렌시아가,2.7032197297297302
로즈몽,0.712778918918919
린,2.182684594594595
페라리,1.8728737837837837
시세이도,0.3249675675675676
만다리나덕,0.7373864864864864
슈콤마보니,2.1766302702702705
지방시,2.8031091891891893
몽블랑,1.675278108108108
미소페,0.3504751351351351
알바,2.5459762162162165
발리,3.020685405405405
디올,0.981587027027027
레이첼콕스,0.6067756756756756
오프화이트,1.1072021621621624
제이에스티나,3.5438789189189186
버버리,2.7714759459459457
까르띠에,1.4768002702702703
금강제화,1.8563072972972972
플랫폼,0.6415175675675675
랜드로바,0.35964270270270265
순토,0.47661027027027025
투미,0.4459113513513514
플랙진,1.2318256756756758
써스데이아일랜드,1.1490154054054051
캘빈클라인,0.47748648648648645
잇미샤,0.6343264864864865
랑방,0.43267189189189187
바네사브루노,0.30789216216216214
메트로시티,1.3002832432432434
널디,2.193756
인케이스,0.32142243243243246
오클리,0.47876216216216233
갤럭시기어,0.45906675675675673
지니킴,0.45096432432432426
EQUIPMENT,0.31906432432432424
쿠론,1.8702121621621621
해밀턴,0.37306540540540534
끌로에,0.36359756756756756
닥터마틴,2.2322881081081083
데미안,0.6533899999999999
오야니,0.5029102702702704
헨리코튼,0.3121251351351352
파라점퍼스,0.5469362162162161
로저비비에,0.47494054054054047
도로시,0.642658918918919
내셔널지오그래픽,1.4667491891891893
록시,0.3470516216216216
불가리,0.4680694594594595
톰브라운,1.7886891891891892
꼼데가르송,2.218662972972974
폴스미스,0.41801108108108115
보테가베네타,1.4175856756756755
스위스밀리터리,0.2965086486486486
티쏘,0.76731
메종키츠네,0.5001108108108109
스튜디오톰보이,0.5586341935483871
베네통,0.5833048648648649
헤지스,1.6866213513513513
나이스클랍,0.308748918918919
보스,0.29328891891891884
샤오미,2.14884054054054
비비안웨스트우드,0.7834127027027027
루즈앤라운지,0.4192778378378379
바이커스탈렛,0.3279156756756756
달,0.9720808108108107
랑콤,0.6294086486486486
캐나다구스,0.9774145945945947
마크제이콥스,0.5320024324324324
프레드페리,0.8578864864864865
올리브데올리브,0.4854870270270271
훌라,0.3664545945945946
롱샴,0.41677027027027025
오메가,0.6447051351351352
